scene_name,candidate_id,source_track_ids,point_count,mvpdist_class,mvpdist_score,fusion_score,support_score,best_existing_iou,seed_in_existing_mask_ratio,gt_instance_id,gt_class,best_iou,precision,coverage,geometry_error,semantic_exact,passes_final_score,passes_export_overlap,fusion_decision
scene0217_00,13,[4],223,windowsill,0.12291135638952255,0.06865033315128558,11.707062988912892,0.18786857624262848,1.0,16052,window,0.17684377478191912,1.0,0.17684377478191912,fragment_or_undercoverage,False,False,False,unavailable
scene0217_00,14,[10],921,radiator,0.4236452579498291,0.2257586799713725,6.579113413849818,0.9391752577319588,0.99457111834962,96058,radiator,0.9391752577319588,0.98914223669924,0.9489583333333333,good_geometry,True,True,False,unavailable
scene0217_00,15,[17],1086,column,0.15757274627685547,0.08328098272544067,5.704805803302937,0.5912806539509536,0.5994475138121547,16052,window,0.03255609326880774,0.06813996316758748,0.05868358445678033,weak_or_wrong_geometry,False,False,False,unavailable
scene0217_00,16,[1],577,window,0.3065616190433502,0.16181465921517024,5.56746126284542,0.33799237611181704,0.9220103986135182,16051,window,0.3541927409261577,0.9809358752166378,0.35664776307498425,fragment_or_undercoverage,True,True,False,unavailable
scene0256_02,0,"[14, 24]",7851,bathroom stall door,0.14930182695388794,0.14930182695388794,298.9504662283,0.08507425119557009,0.13998216787670362,32024,clothes,0.0017608897126969417,0.002420073875939371,0.006423258958755916,weak_or_wrong_geometry,False,False,True,applied
scene0256_02,1,"[2, 10, 19]",363,potted plant,0.14565861225128174,0.14565861225128174,100.58388175163626,0.08110536957986969,0.9944903581267218,122003,ladder,0.39950372208436724,0.8870523415977961,0.42091503267973857,fragment_or_undercoverage,False,False,False,unavailable
scene0256_02,2,[25],563,curtain,0.1571321189403534,0.11708071727305873,49.02200525597445,0.03394675719135251,0.47957371225577267,21004,curtain,0.18434839554682383,1.0,0.18434839554682383,fragment_or_undercoverage,True,False,True,applied
scene0256_02,3,"[1, 9]",1303,end table,0.3029862940311432,0.20409238566899077,34.72053996476332,0.7759282970550576,0.9301611665387567,34019,nightstand,0.758575197889182,0.8825786646201075,0.8437270726338958,good_geometry,False,True,False,unavailable
scene0256_02,4,[18],377,lamp,0.39691075682640076,0.2653161089478932,33.69056110713376,0.3565365025466893,0.5570291777188329,28021,lamp,0.39076576576576577,0.9204244031830239,0.40442890442890445,fragment_or_undercoverage,True,True,False,unavailable
scene0256_02,5,[21],2743,dresser,0.2801748514175415,0.17354877819007417,23.886049952025374,0.33408705483323914,0.4557054320087495,7013,cabinet,0.6964379256155055,0.9693765949690121,0.7121049812533476,good_geometry,False,True,False,unavailable
scene0256_02,6,"[20, 28]",246,end table,0.054270822554826736,0.032522128837831406,19.851247159470034,0.0,0.0,11012,bed,0.004554744525547445,0.3170731707317073,0.004599870260069588,weak_or_wrong_geometry,False,False,True,applied
scene0256_02,7,[7],569,end table,0.1067606583237648,0.061956857183911064,16.066832401912105,0.09977064220183486,0.30579964850615116,38018,stool,0.0943089430894309,0.30579964850615116,0.12,weak_or_wrong_geometry,False,False,True,applied
scene0256_02,8,[17],530,paper bag,0.06952861696481705,0.03880362611352968,11.619151386730849,0.664783427495292,0.7339622641509433,15023,picture,0.2934027777777778,0.31886792452830187,0.786046511627907,overmerged_or_boundary_leakage,False,False,False,unavailable
scene0256_02,9,[23],167,bed,0.03217281028628349,0.017397284425488498,8.148988358070962,0.21099290780141844,0.7425149700598802,11012,bed,0.007294117647058823,0.7425149700598802,0.007312614259597806,fragment_or_undercoverage,True,False,False,unavailable
scene0256_02,10,[30],186,stuffed animal,0.09477689862251282,0.050972928104580616,7.564034792066433,0.38372093023255816,0.7150537634408602,1163022,object,0.30484988452655887,0.7096774193548387,0.3482849604221636,fragment_or_undercoverage,False,False,False,unavailable
scene0256_02,11,[6],113,picture,0.1709219366312027,0.08772956856543368,2.6545454545454543,0.12040557667934093,0.8407079646017699,-1,,0.0,0.0,0.0,background_or_non_instance,False,False,False,unavailable
scene0256_02,12,[22],123,end table,0.011020701378583908,0.005620557703077793,2.0,0.0,0.0,11012,bed,0.007253641563955889,1.0,0.007253641563955889,fragment_or_undercoverage,False,False,True,applied
scene0277_00,0,"[0, 19, 23]",4580,desk,0.25802937150001526,0.25802937150001526,250.2232839287609,0.7131598240469208,0.9224890829694323,9003,desk,0.6892825509300265,0.8495633187772926,0.7851089588377724,good_geometry,True,True,False,unavailable
scene0277_00,1,[8],1386,office chair,0.38472500443458557,0.3645026528442778,89.48737339283277,0.7147887323943662,0.9805194805194806,2005,chair,0.7497069167643611,0.9227994227994228,0.7998749218261413,good_geometry,False,True,False,unavailable
scene0277_00,2,[15],6287,divider,0.27554354071617126,0.24424464681545444,77.28207032589684,0.13089555088791294,0.21997773182758074,8016,shelf,0.12248076218395017,0.2126610466041037,0.22410325175997317,weak_or_wrong_geometry,False,True,True,applied
scene0277_00,3,[11],4518,door,0.3160272538661957,0.26180378394488585,65.68430775640144,0.9041666666666667,0.9606020362992475,7006,cabinet,0.9140752864157119,0.9889331562638336,0.9235221165770979,good_geometry,False,True,False,unavailable
scene0277_00,4,[20],1174,trash bin,0.7348837852478027,0.42743897466699415,16.328318367471326,0.759937646141855,0.8407155025553663,97014,recycling bin,0.8730277986476334,0.989778534923339,0.8809704321455648,good_geometry,False,True,False,unavailable
scene0277_00,5,[13],1469,windowsill,0.05275271460413933,0.02905755024867801,10.165137345928972,0.03348755232430051,0.12321307011572498,96013,radiator,0.00811437403400309,0.014295439074200136,0.018421052631578946,weak_or_wrong_geometry,False,False,True,applied
scene0277_00,6,[1],112,radiator,0.002542132278904319,0.001372137393510082,7.951691176470588,0.0,0.0,-1,,0.0,0.0,0.0,background_or_non_instance,False,False,True,applied
scene0277_00,7,[2],214,mirror,0.019525347277522087,0.010469094676329513,7.2359382655561,0.002777777777777778,0.018691588785046728,5007,door,0.0027491408934707906,0.018691588785046728,0.00321285140562249,weak_or_wrong_geometry,False,False,True,applied
scene0277_00,8,[21],609,desk,0.06846293807029724,0.0361666330159657,5.6531724619532415,0.07563025210084033,0.6206896551724138,9003,desk,0.11971830985915492,0.9770114942528736,0.12005649717514125,fragment_or_undercoverage,True,False,True,applied
scene0277_00,9,[17],556,window,0.06516297906637192,0.03382275678168746,3.809731434277145,0.10791788856304986,0.6618705035971223,16011,window,0.11267605633802817,0.6618705035971223,0.11955815464587394,weak_or_wrong_geometry,True,False,True,applied
scene0277_00,10,[14],364,window,0.04737558215856552,0.024387174099858196,2.952504174976085,0.11297330850403477,1.0,16011,window,0.11825860948667966,1.0,0.11825860948667966,fragment_or_undercoverage,True,False,False,unavailable
scene0277_00,11,[7],131,closet rod,0.0740826278924942,0.038067073409373944,2.769230769230769,0.040657976412166355,1.0,16011,window,0.04256010396361273,1.0,0.04256010396361273,fragment_or_undercoverage,False,False,False,unavailable
scene0277_00,12,[10],1642,radiator,0.22851142287254333,0.117324551680947,2.6859403403978166,0.0,0.0,-1,,0.0,0.0,0.0,background_or_non_instance,False,True,True,applied
scene0277_01,0,"[0, 22]",1928,office chair,0.35593390464782715,0.35593390464782715,188.22080271914325,0.8904176904176904,0.9486514522821576,10011,office chair,0.8904176904176904,0.9398340248962656,0.9442417926003127,good_geometry,True,True,False,unavailable
scene0277_01,1,"[20, 27]",2775,desk,0.16945770382881165,0.16945770382881165,130.13769331135066,0.2720128074516082,0.8562162162162162,9006,desk,0.21195725686460165,0.5646846846846847,0.25335489086499596,mixed_multiple_instances,True,False,False,unavailable
scene0277_01,2,[13],6980,radiator,0.04375661909580231,0.038917493758164015,77.8816305389439,0.06858323938369035,0.10587392550143267,8008,shelf,0.06858323938369035,0.10458452722063037,0.16613563950842059,weak_or_wrong_geometry,False,False,True,applied
scene0277_01,3,[8],2782,desk,0.25398218631744385,0.21908666433689253,72.52128388489689,0.46589576001340705,1.0,9006,desk,0.42107765451664025,0.9550682961897915,0.4295877122069523,fragment_or_undercoverage,True,True,False,unavailable
scene0277_01,4,[23],1206,office chair,0.06855662912130356,0.05869813549393405,71.23985308575787,0.07430711610486891,0.4842454394693201,9006,desk,0.18597560975609756,0.961028192371476,0.1873888439773646,fragment_or_undercoverage,False,False,True,applied
scene0277_01,5,[9],2122,bed,0.07367144525051117,0.059215359775969284,60.75525483344151,0.23311644603993717,0.9835061262959472,11001,bed,0.19639065817409768,0.7846371347785108,0.20758010223164194,fragment_or_undercoverage,True,False,False,unavailable
scene0277_01,6,[5],5998,mattress,0.2635398805141449,0.21165113711209807,60.62171440556466,0.5869356388088377,0.9168056018672891,11001,bed,0.5723418573351279,0.8507835945315105,0.6362049619748161,good_geometry,False,True,False,unavailable
scene0277_01,7,"[16, 29]",3331,radiator,0.09073764830827713,0.06838083263455796,50.72207382372777,0.30210107893242477,0.5752026418492945,96004,radiator,0.29709715639810425,0.301110777544281,0.9570610687022901,mixed_multiple_instances,True,False,False,unavailable
scene0277_01,8,[30],134,office chair,0.019823279231786728,0.014667557165561246,47.98315651067199,0.0,0.0,9006,desk,0.011201792286765882,0.5223880597014925,0.01131770412287793,weak_or_wrong_geometry,False,False,True,applied
scene0277_01,9,[10],2200,bed,0.005253272131085396,0.0035920933752353547,36.75641716634925,0.01991972647539765,0.06227272727272727,16005,window,0.020788085634502018,0.060909090909090906,0.030593607305936073,weak_or_wrong_geometry,False,False,True,applied
scene0277_01,10,[11],306,trash bin,0.07127397507429123,0.04744232589257985,33.126645014899594,0.04275217100868404,0.20915032679738563,96004,radiator,0.0022205773501110288,0.00980392156862745,0.0028625954198473282,weak_or_wrong_geometry,False,False,True,applied
scene0277_01,11,[6],385,window,0.038284797221422195,0.023349328432848596,21.977025490334935,0.0826003003647286,1.0,16005,window,0.08789954337899543,1.0,0.08789954337899543,fragment_or_undercoverage,True,False,False,unavailable
scene0277_01,12,[31],640,crate,0.05546838417649269,0.032853248156183436,18.457563327061997,0.006668783740870117,0.0984375,-1,,0.0,0.0,0.0,background_or_non_instance,False,False,True,applied
scene0277_01,13,[18],131,bed,0.0043014176189899445,0.002473358206806034,15.002002869315712,0.0,0.0,-1,,0.0,0.0,0.0,background_or_non_instance,False,False,True,applied
scene0277_01,14,[14],129,mattress,0.1108660101890564,0.06326351986084243,14.126087432858979,0.014543404735062007,1.0,11001,bed,0.01608278269542451,1.0,0.01608278269542451,fragment_or_undercoverage,False,False,False,unavailable
scene0277_01,15,[12],381,storage organizer,0.018824243918061256,0.010559635289660611,12.191866357288127,0.051762114537444934,0.6351706036745407,8008,shelf,0.051762114537444934,0.6167979002624672,0.05348202093764224,weak_or_wrong_geometry,False,False,True,applied
scene0277_01,16,[17],133,bed,0.0025534105952829123,0.0014232975375725856,11.482073443412453,0.005135648096460868,0.3458646616541353,11001,bed,0.007661888284725655,0.46616541353383456,0.0077297095125296094,weak_or_wrong_geometry,True,False,True,applied
scene0277_01,17,[19],129,mattress,0.021835511550307274,0.011531879537506028,5.625,0.0,0.0,9006,desk,0.013645850056188794,0.6589147286821705,0.0137429264349232,weak_or_wrong_geometry,False,False,True,applied
scene0300_01,0,[21],4444,bookshelf,0.3604351282119751,0.3604351282119751,307.00768708411584,0.2581008100810081,0.8044554455445545,18003,bookshelf,0.18737872268623976,0.9995499549954996,0.1873945325683429,fragment_or_undercoverage,True,True,False,unavailable
scene0300_01,1,[8],3427,bookshelf,0.37808072566986084,0.37808072566986084,229.74890176423685,0.4115236875800256,0.9792821709950394,18003,bookshelf,0.14409209749515053,0.9970819959147943,0.14415288558893014,fragment_or_undercoverage,True,True,False,unavailable
scene0300_01,2,[0],6434,bookshelf,0.33472222089767456,0.33472222089767456,154.65442831807178,0.3859174001354096,0.9978240596829344,18001,bookshelf,0.3454613855000806,0.999067454149829,0.34557281866566314,fragment_or_undercoverage,True,True,False,unavailable
scene0300_01,3,[10],6131,closet wall,0.0526764914393425,0.0526764914393425,133.56797243240243,0.4938383267382702,0.998532050236503,9004,desk,0.010824154956323585,0.018594030337628447,0.02524916943521595,weak_or_wrong_geometry,False,False,False,unavailable
scene0300_01,4,[15],9725,monitor,0.016018161550164223,0.016018161550164223,118.76740757645463,0.38193018480492813,0.5734704370179948,16010,window,0.010936324893457007,0.03588688946015424,0.015486332978345757,weak_or_wrong_geometry,False,False,False,unavailable
scene0300_01,5,[18],1847,storage organizer,0.06676040589809418,0.06676040589809418,101.78299742869913,0.08770408163265306,0.9306984298863021,18002,bookshelf,0.1642308412966086,0.9491066594477531,0.1656899810964083,fragment_or_undercoverage,False,False,False,unavailable
scene0300_01,6,[11],512,bookshelf,0.06646604090929031,0.045324502925692636,36.383940748176514,0.022064945878434637,0.828125,18003,bookshelf,0.021599730003374958,1.0,0.021599730003374958,fragment_or_undercoverage,True,False,False,unavailable
scene0300_01,7,[31],1319,office chair,0.34232157468795776,0.21106931328379944,23.316395395878306,0.7038269550748752,0.9651250947687642,2006,chair,0.6926855895196506,0.9620924943138741,0.7121212121212122,good_geometry,False,True,False,unavailable
scene0300_01,8,[13],5549,ledge,0.07817929238080978,0.04787844692454471,22.48370499781384,0.13646891145554962,0.14453054604433233,16010,window,0.029433326002492485,0.1447107586952604,0.03563187788427405,weak_or_wrong_geometry,False,False,True,applied
scene0300_01,9,[14],2060,column,0.06548728793859482,0.03820535842218245,16.680227948991586,0.5750686005488044,1.0,18002,bookshelf,0.185407483822564,0.9597087378640776,0.18686200378071835,fragment_or_undercoverage,False,False,False,unavailable
scene0300_01,10,[29],977,desk,0.057382676750421524,0.03324522470251789,15.871989893792032,0.007986484410996775,0.05322415557830092,-1,,0.0,0.0,0.0,background_or_non_instance,False,False,True,applied
scene0300_01,11,[6],604,bookshelf,0.041487615555524826,0.023090029235855437,11.310466637702831,0.5319961795606495,1.0,18002,bookshelf,0.057088846880907373,1.0,0.057088846880907373,fragment_or_undercoverage,True,False,False,unavailable
scene0300_01,12,[5],13379,window,0.20289699733257294,0.10764824892469484,6.111229185167508,0.4047305310317565,0.9717467673219224,16010,window,0.5936723464678736,1.0,0.5936723464678736,good_geometry,True,True,False,unavailable
scene0300_01,13,[7],505,trash bin,0.16740742325782776,0.0868612226814616,3.7722473604826545,0.2464658881376767,0.996039603960396,56021,trash can,0.2509386733416771,0.7940594059405941,0.2684069611780455,fragment_or_undercoverage,False,False,False,unavailable
scene0300_01,14,[2],207,mat,0.0009779310785233974,0.0005046317377893597,3.2039473684210527,0.0,0.0,-1,,0.0,0.0,0.0,background_or_non_instance,False,False,True,applied
scene0307_02,0,"[2, 14, 18]",1289,door,0.008571792393922806,0.008571792393922806,190.95515806033046,0.0,0.0,-1,,0.0,0.0,0.0,background_or_non_instance,False,False,True,unavailable
scene0307_02,1,"[6, 10]",1533,closet rod,0.07089193165302277,0.07089193165302277,115.71755901381584,0.0,0.0,-1,,0.0,0.0,0.0,background_or_non_instance,False,False,True,unavailable
scene0307_02,2,[16],4141,storage organizer,0.09531079232692719,0.09348010152299194,96.15848161736864,0.2012062726176116,0.6075827094904612,8006,shelf,0.15834435626102292,0.6937937696208645,0.17024176345105474,weak_or_wrong_geometry,False,False,True,unavailable
scene0307_02,3,[30],2016,cart,0.08663176745176315,0.07230372877418867,66.92197539302802,0.28447616619933724,0.7787698412698413,-1,,0.0,0.0,0.0,background_or_non_instance,False,False,False,unavailable
scene0307_02,4,[11],21020,shower floor,0.14168238639831543,0.10269596399900091,44.96645152529974,0.0005794399586834117,0.003615604186489058,5011,door,0.006947847896906622,0.011465271170313986,0.01732815645671556,weak_or_wrong_geometry,False,False,True,applied
scene0307_02,5,[15],4506,refrigerator,0.3640122711658478,0.25866217005765924,42.11728040333568,0.5672949296522432,0.9600532623169108,7004,cabinet,0.9004255319148936,0.9391921881935198,0.956168097605061,good_geometry,False,True,False,unavailable
scene0307_02,6,[17],3741,blanket,0.18104350566864014,0.12531170828859547,38.43270193624141,0.4261319534282018,0.4982624966586474,8005,shelf,0.004249688271369316,0.044640470462443196,0.004674859334322426,weak_or_wrong_geometry,False,False,False,unavailable
scene0307_02,7,[19],674,ceiling,0.16390162706375122,0.107272315880271,30.89841486264971,0.04700530705079606,0.18397626112759644,-1,,0.0,0.0,0.0,background_or_non_instance,False,False,True,applied
scene0307_02,8,[27],4533,door,0.2200506180524826,0.14245068468955535,29.470833529384148,0.7775103163686382,0.9982351643503199,5012,door,0.7418803418803419,0.957423339951467,0.7671910906841082,good_geometry,True,True,False,unavailable
scene0307_02,9,"[13, 20]",1103,radiator,0.18786503374576569,0.1207341179616519,28.53282545919554,0.0017932489451476794,0.015412511332728921,96033,radiator,0.17453733248245054,0.9918404351767905,0.17478830484102892,fragment_or_undercoverage,True,False,True,applied
scene0307_02,10,[22],2730,refrigerator,0.39509132504463196,0.25042234639387917,26.766815933298407,0.1293481931779804,0.4575091575091575,27002,refrigerator,0.6666666666666666,0.9531135531135531,0.6892715231788079,good_geometry,True,True,True,unavailable
scene0307_02,11,[0],534,plate,0.39534229040145874,0.2504237039631161,26.68703047620733,0.03253716792590787,1.0,8006,shelf,0.031642569329224934,1.0,0.031642569329224934,fragment_or_undercoverage,False,True,False,unavailable
scene0307_02,12,[1],2324,storage organizer,0.04424392431974411,0.027864936449278364,25.960510409984014,0.21531426347538432,0.9526678141135972,8005,shelf,0.06505612630518154,1.0,0.06505612630518154,fragment_or_undercoverage,False,False,False,unavailable
scene0307_02,13,[9],1021,storage organizer,0.04609529674053192,0.028494730885680084,23.63400563869009,0.2564499484004128,1.0,8005,shelf,0.028581026229599977,1.0,0.028581026229599977,fragment_or_undercoverage,False,False,False,unavailable
scene0307_02,14,[8],3788,door,0.26095035672187805,0.1587027697294425,21.634453175772858,0.7116656003412242,1.0,5013,door,0.7436415018167137,0.9725448785638859,0.7595876288659794,good_geometry,True,True,False,unavailable
scene0307_02,15,[21],3337,window,0.07419859617948532,0.04317908849813879,16.387885273972604,0.06596858638743455,0.1531315552891819,16016,window,0.18948734587929916,0.2625112376385975,0.4051803885291397,mixed_multiple_instances,True,False,True,unavailable
scene0307_02,16,[5],942,radiator,0.07353655248880386,0.0427373569620645,16.234322974472807,0.043711570709893795,0.4150743099787686,96033,radiator,0.15050327528359161,1.0,0.15050327528359161,fragment_or_undercoverage,True,False,True,unavailable
scene0307_02,17,[29],265,counter,0.03148115053772926,0.017849488603389002,13.39794320412081,0.003764842166232262,0.04905660377358491,4014,table,0.15281812899477049,0.9924528301886792,0.15299592786503782,fragment_or_undercoverage,False,False,True,unavailable
scene0307_02,18,[31],140,bottle,0.3353187143802643,0.18927572823236014,12.893029893770965,0.19248826291079812,0.5857142857142857,-1,,0.0,0.0,0.0,background_or_non_instance,False,True,True,applied
scene0307_02,19,[25],228,file cabinet,0.06807751208543777,0.03736211514954604,9.763456404388899,0.028067885117493474,0.37719298245614036,7003,cabinet,0.0007633587786259542,0.008771929824561403,0.000835421888053467,weak_or_wrong_geometry,False,False,True,unavailable
scene0307_02,20,[3],476,window,0.0923028290271759,0.05049006469316962,9.400904014121352,0.20191285866099895,0.7983193277310925,16030,window,0.15454545454545454,1.0,0.15454545454545454,fragment_or_undercoverage,True,False,False,unavailable
scene0307_02,21,[24],1070,storage organizer,0.047446150332689285,0.02585902220188082,9.003668455961362,0.21796028880866425,0.5897196261682243,-1,,0.0,0.0,0.0,background_or_non_instance,False,False,True,unavailable
scene0307_02,22,[28],282,bucket,0.4491846263408661,0.24268886436542525,8.057511381192981,5.990534954771461e-05,0.0035460992907801418,8006,shelf,0.016710120881725528,1.0,0.016710120881725528,fragment_or_undercoverage,False,True,True,applied
scene0307_02,23,[4],129,cart,0.005617633927613497,0.002893081472720951,3.0,0.0,0.0,27002,refrigerator,0.0005125576627370579,0.015503875968992248,0.0005298013245033113,weak_or_wrong_geometry,False,False,True,unavailable
scene0329_02,0,[23],9373,couch,0.4945492744445801,0.4945492744445801,149.84685692277375,0.6584238037796541,0.8555425157366905,6007,couch,0.7281395820653277,0.7658167075642803,0.9367088607594937,good_geometry,True,True,False,unavailable
scene0329_02,1,[4],4996,door,0.14979176223278046,0.14979176223278046,104.58413826988976,0.539457127449218,0.6869495596477182,5015,door,0.5570191945803538,0.5924739791833467,0.9029896278218426,mixed_multiple_instances,True,False,False,unavailable
scene0329_02,2,[30],943,whiteboard,0.011850761249661446,0.00981444674250715,65.63403035037148,0.0,0.0,-1,,0.0,0.0,0.0,background_or_non_instance,False,False,True,applied
scene0329_02,3,[6],3906,couch,0.3903636038303375,0.29656999302065146,51.94551444378443,0.3099356563884014,0.9495647721454173,6006,couch,0.45588235294117646,1.0,0.45588235294117646,fragment_or_undercoverage,True,True,False,unavailable
scene0329_02,4,[11],2986,couch,0.2036789506673813,0.14001019092349476,37.48125711049929,0.25369583687340697,1.0,6006,couch,0.34850606909430437,1.0,0.34850606909430437,fragment_or_undercoverage,True,True,False,unavailable
scene0329_02,5,[8],420,whiteboard,0.16723863780498505,0.11130805697263145,33.11284812356153,0.02926322043969103,0.46904761904761905,52019,whiteboard,0.028713015595394256,0.46904761904761905,0.029677613739078037,weak_or_wrong_geometry,True,False,True,applied
scene0329_02,6,"[10, 31]",620,couch,0.003904519835487008,0.0024173148927511545,23.82136573009085,0.0,0.0,-1,,0.0,0.0,0.0,background_or_non_instance,False,False,True,applied
scene0329_02,7,[29],552,whiteboard,0.006963323336094618,0.00418465054645036,20.191188731940226,0.0,0.0,-1,,0.0,0.0,0.0,background_or_non_instance,False,False,True,applied
scene0329_02,8,"[3, 12, 24]",117,poster,0.0071855406276881695,0.003975904476166272,10.66403162055336,0.0,0.0,-1,,0.0,0.0,0.0,background_or_non_instance,False,False,True,applied
scene0329_02,9,[18],164,door,0.00901615060865879,0.004884937877339932,8.359722222222222,0.0,0.0,-1,,0.0,0.0,0.0,background_or_non_instance,False,False,True,applied
scene0329_02,10,[26],209,poster,0.002260092180222273,0.0011818905184637853,4.587815382605335,0.0,0.0,-1,,0.0,0.0,0.0,background_or_non_instance,False,False,True,applied
scene0338_01,0,"[12, 22]",3514,recycling bin,0.4997362494468689,0.4997362494468689,192.8756225031798,0.9456338028169015,0.9553215708594195,56006,trash can,0.8936111872772141,0.9274331246442801,0.9607900943396226,good_geometry,False,True,False,unavailable
scene0338_01,1,[8],2007,printer,0.3947872817516327,0.3947872817516327,157.05714055118816,0.30326382592928375,1.0,72001,copier,0.3592910848549946,1.0,0.3592910848549946,fragment_or_undercoverage,False,True,False,unavailable
scene0338_01,2,[0],2515,storage bin,0.14833717048168182,0.14833717048168182,136.06068592367092,0.37981568212720956,0.9996023856858847,72001,copier,0.44971367215461705,0.9992047713717693,0.449874686716792,fragment_or_undercoverage,False,False,False,unavailable
scene0338_01,3,[7],1531,mini fridge,0.07871986925601959,0.060996154198549854,54.97016134560099,0.37405326166625946,1.0,540009,mailbox,0.36236686390532546,1.0,0.36236686390532546,fragment_or_undercoverage,False,False,False,unavailable
scene0338_01,4,[13],481,mini fridge,0.025425177067518234,0.019026708805095948,49.66825013308082,0.08260355029585799,0.7255717255717256,540009,mailbox,0.11384615384615385,1.0,0.11384615384615385,fragment_or_undercoverage,False,False,False,unavailable
scene0338_01,5,[3],1397,door,0.10707619041204453,0.07676584295195076,43.385457881056084,0.020841683366733466,0.0744452397995705,5012,door,0.023261015432789085,0.0744452397995705,0.032724984266834484,weak_or_wrong_geometry,True,False,True,applied
scene0338_01,6,[24],1507,trash bin,0.5043708086013794,0.2988274222505267,18.495129834803627,0.8888888888888888,0.9555408095554081,97005,recycling bin,0.9142504626773597,0.9834107498341075,0.9285714285714286,good_geometry,False,True,False,unavailable
scene0338_01,7,[11],376,door,0.08273234218358994,0.046606407701825094,12.667927612641748,0.10170408439275087,1.0,5012,door,0.118313404657017,1.0,0.118313404657017,fragment_or_undercoverage,True,False,False,unavailable
scene0338_01,8,[18],180,printer,0.024469800293445587,0.013700537359445458,11.979151404151404,0.0,0.0,-1,,0.0,0.0,0.0,background_or_non_instance,False,False,True,applied
scene0338_01,9,[5],844,box,0.23665471374988556,0.13060251905302395,10.373900425287518,0.5482594936708861,0.8210900473933649,-1,,0.0,0.0,0.0,background_or_non_instance,False,True,False,unavailable
scene0338_01,10,[17],174,paper cutter,0.03693680092692375,0.020086099849060606,8.759282585404243,0.0,0.0,-1,,0.0,0.0,0.0,background_or_non_instance,False,False,True,applied
scene0338_01,11,[9],2266,bulletin board,0.10295385867357254,0.053808916820884296,4.53016043136736,0.06359048305695746,0.19461606354810237,35010,counter,0.058248580108308017,0.19461606354810237,0.07674904281239123,weak_or_wrong_geometry,False,False,True,unavailable
scene0338_01,12,[16],197,mini fridge,0.04586352780461311,0.023799382864331697,3.783481138744296,0.0007584376185058779,0.01015228426395939,540004,mailbox,0.07191521574564724,0.9644670050761421,0.07210626185958255,fragment_or_undercoverage,False,False,True,applied
scene0353_02,0,"[0, 8, 20]",853,couch,0.20747976005077362,0.18376553801204468,77.14068877569001,0.11755788313120176,1.0,6001,couch,0.1203612247777621,1.0,0.1203612247777621,fragment_or_undercoverage,True,True,False,unavailable
scene0353_02,1,[5],2185,blanket,0.38458865880966187,0.31368654916632643,63.128340880990024,0.9591928251121076,0.9935926773455378,2010,chair,0.7346869712351946,0.9935926773455378,0.7381842910574634,good_geometry,False,True,False,unavailable
scene0353_02,2,[15],2080,pillow,0.16551995277404785,0.1322217583562004,59.76534084286144,0.30240384615384613,0.9855769230769231,13042,pillow,0.31682692307692306,0.31682692307692306,1.0,mixed_multiple_instances,True,False,False,unavailable
scene0353_02,3,[21],679,dish rack,0.4336993396282196,0.2820607580718903,30.0720256174157,0.0736539112766678,0.6406480117820325,-1,,0.0,0.0,0.0,background_or_non_instance,False,True,True,applied
scene0353_02,4,[28],2029,shelf,0.29094967246055603,0.18516444091161838,27.28279729321301,0.2760909241745479,0.8201084277969443,8016,shelf,0.357618740597464,0.8201084277969443,0.3880597014925373,fragment_or_undercoverage,True,True,False,unavailable
scene0353_02,5,[1],13407,desk,0.02317732945084572,0.014274330683696601,23.174938803622545,0.0010412200649231335,0.004848213619750876,2012,chair,0.0010372811031789614,0.00126799433131946,0.0056685561853951315,weak_or_wrong_geometry,False,False,True,applied
scene0353_02,6,"[14, 23]",451,poster,0.15823619067668915,0.09681884723589063,22.372570802987205,0.002601795238714713,0.04434589800443459,1187039,calendar,0.5608695652173913,0.5720620842572062,0.9662921348314607,good_geometry,False,False,True,unavailable
scene0353_02,7,[10],877,trash bin,0.30074381828308105,0.18174384631918267,20.862897436590153,0.8831967213114754,0.9828962371721779,56019,trash can,0.8831967213114754,0.9828962371721779,0.8969823100936525,good_geometry,False,True,False,unavailable
scene0353_02,8,[12],111,tray,0.019474806264042854,0.011500950907036036,18.11106874290935,0.006953580154106371,0.3333333333333333,18017,bookshelf,0.00687221396731055,0.3333333333333333,0.006967984934086629,weak_or_wrong_geometry,False,False,True,applied
scene0353_02,9,[6],4583,calendar,0.024028537794947624,0.014018384364067177,16.681127113900068,0.007279534109816971,0.010255291293912285,56019,trash can,0.0009026900162484203,0.0010909884355225835,0.005202913631633715,weak_or_wrong_geometry,False,False,True,applied
scene0353_02,10,[24],136,closet wall,0.0031710073817521334,0.0018013722768562104,13.61514244478774,0.0005576208178438662,0.022058823529411766,18017,bookshelf,0.000551166636046298,0.022058823529411766,0.0005649717514124294,weak_or_wrong_geometry,False,False,True,applied
scene0353_02,11,[25],117,paper cutter,0.002578392159193754,0.0014490411324800305,12.398816240050618,0.0,0.0,-1,,0.0,0.0,0.0,background_or_non_instance,False,False,True,applied
scene0353_02,12,[11],1109,shelf,0.464140385389328,0.2549337749522178,9.852011579804891,0.1876863708121382,0.9648331830477908,8016,shelf,0.24728449272012942,0.9648331830477908,0.24953358208955223,fragment_or_undercoverage,True,True,False,unavailable
